City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
107,hawaiian paradise park,19.5933,-154.9731,76.01,75,76,3.0,US,1745380809
108,koungou,-12.7336,45.2042,80.31,89,20,6.91,YT,1745380810
109,victorica,-36.2151,-65.4359,59.56,79,64,4.0,AR,1745380742
110,geraldton,-28.7667,114.6,79.21,73,100,12.66,AU,1745380813
111,nyurba,63.2842,118.3319,30.07,84,100,7.11,RU,1745380814
112,weno,7.4515,151.8468,87.75,74,75,8.05,FM,1745380816
113,college,64.8569,-147.8028,48.18,43,100,5.75,US,1745380817
114,tevriz,57.509,72.4042,37.02,49,75,12.82,RU,1745380819
115,xining,36.6167,101.7667,55.74,23,100,9.91,CN,1745380820
116,comodoro rivadavia,-45.8667,-67.5,54.91,66,6,8.84,AR,1745380706
117,gowurdak,37.8124,66.0466,71.11,24,1,1.63,TM,1745380822
118,ghat,24.9647,10.1728,70.48,15,100,5.12,LY,1745380823
119,vorkuta,67.5,64.0,17.83,92,97,11.7,RU,1745380824
120,lasem,-6.6922,111.4527,85.8,69,52,2.89,ID,1745380825
121,villa regina,-39.1,-67.0667,61.9,57,4,15.5,AR,1745380742
122,kotka,60.4664,26.9458,41.32,93,100,6.38,FI,1745380827
123,pisco,-13.7,-76.2167,69.85,78,0,2.3,PE,1745380829
124,ribeira grande,38.5167,-28.7,63.77,94,27,20.0,PT,1745380830
125,pyin oo lwin,22.0333,96.4667,80.42,54,2,8.75,MM,1745380831
126,tete,-16.1564,33.5867,69.89,100,20,0.0,MZ,1745380832
127,anadyr,64.75,177.4833,21.7,79,40,11.18,RU,1745380835
128,lodja,-3.4833,23.4333,70.95,98,100,2.37,CD,1745380836
129,isafjordur,66.0755,-23.124,29.44,75,72,4.21,IS,1745380837
130,puerto ayora,-0.7393,-90.3518,76.55,99,87,6.13,EC,1745380634
131,padangsidempuan,1.3667,99.2667,84.9,60,63,4.72,ID,1745380839
132,amasra,41.7463,32.3863,51.42,93,7,3.74,TR,1745380840
133,hasaki,35.7333,140.8333,62.71,93,100,23.26,JP,1745380841
134,vorgashor,67.5833,63.95,16.86,93,97,11.34,RU,1745380842
135,thompson,55.7435,-97.8558,28.56,59,20,4.61,CA,1745380553
136,xinyuan,37.3,99.0,44.55,29,98,5.61,CN,1745380844
137,lazaro cardenas,17.9583,-102.2,75.72,75,9,2.8,MX,1745380845
138,sao jose da coroa grande,-8.8978,-35.1478,77.94,78,32,5.75,BR,1745380847
139,bac lieu,9.285,105.7244,87.4,61,96,10.94,VN,1745380848
140,san fernando,15.0286,120.6898,92.93,47,45,3.29,PH,1745380849
141,bechar,31.6167,-2.2167,62.42,26,0,2.55,DZ,1745380850
142,kapuskasing,49.4169,-82.4331,32.09,100,0,5.75,CA,1745380688
143,port hedland,-20.3167,118.5667,93.25,49,8,8.05,AU,1745380762
144,aripuana,-9.1667,-60.6333,76.1,84,100,0.78,BR,1745380853
145,bhimavaram,16.5333,81.5333,93.58,46,4,10.69,IN,1745380854
146,sabang,5.8933,95.3214,83.12,75,100,11.03,ID,1745380855
147,nova sintra,14.8667,-24.7167,70.75,85,0,25.41,CV,1745380856
148,kununurra,-15.7667,128.7333,85.98,28,97,10.36,AU,1745380756
149,terrace,54.5163,-128.6035,46.31,81,100,13.8,CA,1745380859
150,greeneville,36.1632,-82.831,59.14,97,0,1.99,US,1745380804
151,fort st. john,56.2499,-120.8529,48.09,40,75,13.8,CA,1745380861
152,remire-montjoly,4.9167,-52.2667,77.04,100,75,1.14,GF,1745380862
153,vadso,70.0744,29.7487,30.36,86,75,8.05,NO,1745380863
154,tolanaro,-25.0319,46.9987,74.28,92,80,2.37,MG,1745380864
155,sinop,41.7711,34.8709,46.27,88,98,1.34,TR,1745380865
156,wlodawa,51.55,23.55,48.0,92,98,4.61,PL,1745380866
157,arenapolis,-14.4503,-56.8461,72.3,96,100,1.5,BR,1745380588
158,whitehorse,60.7161,-135.0538,45.37,33,75,10.36,CA,1745380869
159,sambava,-14.2667,50.1667,78.39,88,8,6.93,MG,1745380870
160,chonchi,-42.6128,-73.8092,54.12,97,68,2.08,CL,1745380871
161,tromso,69.6496,18.957,28.42,93,75,2.3,NO,1745380872
162,la ronge,55.1001,-105.2842,41.22,41,75,10.36,CA,1745380873
163,benguela,-12.5763,13.4055,75.81,89,43,2.01,AO,1745380874
164,kodiak,57.79,-152.4072,38.71,81,100,8.05,US,1745380875
165,ain sefra,32.75,-0.5833,55.26,57,10,6.42,DZ,1745380877
166,la passe,45.5549,-0.8967,50.68,89,99,17.47,FR,1745380878
167,rioja,-29.4111,-66.8507,66.29,63,35,5.12,AR,1745380626
168,olonkinbyen,70.9221,-8.7187,20.37,73,100,2.64,SJ,1745380880
169,yaritagua,10.08,-69.1261,71.98,94,87,3.44,VE,1745380882
170,crane,31.3974,-102.3501,69.13,64,32,13.62,US,1745380883
171,cidreira,-30.1811,-50.2056,65.16,86,59,11.14,BR,1745380884
172,brookings,44.3114,-96.7984,58.17,46,100,0.0,US,1745380885
173,paso de los libres,-29.7131,-57.0899,62.64,72,0,6.91,AR,1745380887
174,medina de rioseco,41.8833,-5.0441,43.93,85,78,5.46,ES,1745380888
175,road town,18.4167,-64.6167,75.18,59,44,7.92,VG,1745380889
176,suizhou,31.7111,113.3631,79.93,36,100,6.44,CN,1745380890
177,visby,57.6409,18.296,45.82,100,100,3.44,SE,1745380891
178,hithadhoo,-0.6,73.0833,84.13,71,17,10.25,MV,1745380892
179,alderetes,-26.8167,-65.1333,58.91,94,20,5.75,AR,1745380893
180,wickenburg,33.9686,-112.7296,74.98,15,4,5.61,US,1745380879
181,conceicao da barra,-18.5933,-39.7322,71.17,88,95,4.12,BR,1745380818
182,chibougamau,49.9168,-74.3659,31.62,100,100,6.91,CA,1745380896
183,taltal,-25.4,-70.4833,61.18,87,63,2.82,CL,1745380886
184,sanchursk,56.9413,47.2499,42.37,80,47,12.41,RU,1745380899
185,labrador city,52.9463,-66.9114,33.71,93,100,9.22,CA,1745380900
186,mount gambier,-37.8333,140.7667,71.19,49,62,3.85,AU,1745380901
187,barcelos,41.5388,-8.6151,47.26,94,37,3.06,PT,1745380902
188,rondonopolis,-16.4708,-54.6356,74.23,87,99,1.5,BR,1745380884
189,colatina,-19.5394,-40.6306,68.59,92,93,1.25,BR,1745380817
190,antalaha,-14.9003,50.2788,76.39,89,9,4.72,MG,1745380905
191,wenchang,30.904,118.4887,76.84,44,12,5.68,CN,1745380906
192,sorel-tracy,46.0334,-73.1159,48.09,72,99,12.82,CA,1745380779
193,barkhan,29.8977,69.5256,78.08,9,0,11.39,PK,1745380908
194,petawawa,45.9001,-77.3328,40.78,77,57,3.0,CA,1745380909
195,viedma,-40.8135,-62.9967,56.05,88,61,10.31,AR,1745380839
196,betio village,1.358,172.9211,84.24,78,36,12.21,KI,1745380913
197,likasi,-10.9814,26.7333,60.13,99,99,3.89,CD,1745380914
198,qui nhon,13.7667,109.2333,86.88,58,100,10.36,VN,1745380915
199,prince rupert,54.3161,-130.3201,46.09,93,100,18.41,CA,1745380917
200,ust'-ilimsk,58.0006,102.6619,33.37,66,100,6.87,RU,1745380918
201,manicore,-5.8092,-61.3003,78.4,81,100,1.57,BR,1745380919
202,tual,-5.6667,132.75,83.48,79,96,15.43,ID,1745380920
203,beira,-19.8436,34.8389,69.89,88,20,4.61,MZ,1745380921
204,bilibino,68.0546,166.4372,21.16,75,6,5.46,RU,1745380922
205,east london,-33.0153,27.9116,61.74,94,100,3.44,ZA,1745380822
206,swellendam,-34.0226,20.4417,55.87,90,44,3.24,ZA,1745380924
207,st. john's,47.5649,-52.7093,34.16,91,20,13.8,CA,1745380634
208,aguie,13.506,7.7786,77.25,7,7,8.66,NE,1745380926
209,puerto piray,-26.4678,-54.7148,65.79,70,100,0.49,AR,1745380927
210,margaret river,-33.95,115.0667,69.82,63,90,21.77,AU,1745380928
211,zhangatas,43.5667,69.75,63.46,41,99,8.68,KZ,1745380930
212,asau,46.4333,26.4,52.48,74,0,2.59,RO,1745380931
213,kuusamo,65.9667,29.1833,33.84,80,100,4.61,FI,1745380932
214,carbonear,47.7332,-53.2148,34.23,88,82,11.23,CA,1745380933
215,tsiombe,-25.3,45.4833,72.59,91,100,8.12,MG,1745380934
216,kenora,49.8167,-94.4337,38.37,100,100,13.8,CA,1745380859
217,porto seguro,-16.4497,-39.0647,79.32,73,75,3.44,BR,1745380859
218,adam,22.3756,57.5233,82.92,33,0,1.7,OM,1745380937
219,santa ana,33.7456,-117.8678,59.13,79,20,5.75,US,1745380938
220,harrisburg,40.2737,-76.8844,58.41,63,0,6.91,US,1745380710
221,auraiya,26.4667,79.5167,99.48,4,0,8.7,IN,1745380940
222,kadnikov,59.5022,40.338,36.18,79,92,9.04,RU,1745380942
223,berezovo,63.9381,65.0419,25.05,74,61,14.34,RU,1745380943
224,dudinka,69.4058,86.1778,11.46,93,100,7.99,RU,1745380945
225,strathmore,51.0501,-113.3852,38.1,65,64,6.91,CA,1745380800
226,novyy urgal,51.0736,132.5642,48.43,30,73,6.69,RU,1745380947
227,laojunmiao,39.8333,97.7333,51.15,17,100,6.42,CN,1745380948
228,enewetak,11.3474,162.3373,81.66,77,8,15.59,MH,1745380949
229,narayanavanam,13.4167,79.5833,89.38,44,99,7.27,IN,1745380950
230,saint-philippe,-21.3585,55.7679,79.23,77,62,8.05,RE,1745380951
231,tarko-sale,64.9225,77.785,22.23,94,100,29.73,RU,1745380952
232,biltine,14.5333,20.9167,80.56,8,0,8.95,TD,1745380953
233,tocopilla,-22.092,-70.1979,69.53,81,65,4.05,CL,1745380885
234,belmonte,-15.8631,-38.8828,76.23,83,98,9.19,BR,1745380921
235,serowe,-22.3833,26.7167,67.28,58,100,4.97,BW,1745380957
236,fort bragg,35.139,-79.006,69.64,83,75,1.01,US,1745380958
237,kandira,41.0736,30.1746,47.8,90,100,5.35,TR,1745380959
238,susanville,40.4163,-120.653,57.04,28,0,6.91,US,1745380549
239,constantia,44.1833,28.65,41.68,93,0,3.04,RO,1745380961
240,sinabang,2.4803,96.3801,83.39,75,64,0.51,ID,1745380962
241,kidal,18.4411,1.4078,82.09,16,4,10.94,ML,1745380963
242,glace bay,46.1969,-59.957,37.17,94,100,7.0,CA,1745380964
243,lamphun,18.25,98.9167,93.07,30,5,6.96,TH,1745380965
244,inarajan village,13.2736,144.7484,90.39,81,18,11.56,GU,1745380966
245,aasiaat,68.7098,-52.8699,10.36,100,79,1.63,GL,1745380967
246,labytnangi,66.6572,66.4183,19.35,84,41,5.75,RU,1745380970
247,sao gabriel da cachoeira,-0.1303,-67.0892,77.67,80,90,1.21,BR,1745380971
248,sandnessjoen,66.0217,12.6316,35.71,60,20,10.36,NO,1745380972
249,carutapera,-1.195,-46.02,75.72,95,58,4.7,BR,1745380973
250,darab,28.7519,54.5444,72.81,30,10,0.72,IR,1745380974
251,dongsheng,39.8161,109.9776,51.64,17,38,23.58,CN,1745380975
252,dolores,-36.3132,-57.6792,60.78,70,100,7.63,AR,1745380805
253,kutum,14.2,24.6667,74.5,17,3,8.86,SD,1745380977
254,gadzhiyevo,69.2551,33.3362,30.04,96,100,7.43,RU,1745380978
255,khandyga,62.6667,135.6,40.93,60,19,3.18,RU,1745380979
256,santa isabel,-23.3156,-46.2214,63.7,85,98,2.39,BR,1745380981
257,coquimbo,-29.9533,-71.3436,56.93,88,0,3.44,CL,1745380982
258,georgetown,5.4112,100.3354,89.53,70,20,5.75,MY,1745380983
259,ambodifotatra,-16.9833,49.85,75.25,94,75,0.0,MG,1745380984
260,namtsy,62.7161,129.6658,34.83,94,100,3.11,RU,1745380985
261,civita castellana,42.2952,12.4092,58.87,90,100,1.72,IT,1745380986
262,wailua homesteads,22.0669,-159.378,73.13,88,68,9.17,US,1745380987
263,sassandra,4.95,-6.0833,78.03,93,26,4.36,CI,1745380988
264,holualoa,19.6228,-155.9522,78.55,72,81,4.0,US,1745380989
265,spanish wells,26.323,-81.7957,75.96,69,75,6.91,US,1745380990
266,dera bugti,29.0307,69.151,89.37,7,0,5.61,PK,1745380992
267,hammerfest,70.6634,23.6821,28.85,86,40,10.36,NO,1745380993
268,conde-sur-noireau,48.8488,-0.5521,48.22,96,100,14.25,FR,1745380994
269,yarmouth,41.7057,-70.2286,53.96,95,0,8.01,US,1745380995
270,vegreville,53.5001,-112.0518,41.05,52,69,6.91,CA,1745380807
271,yarega,63.4354,53.5765,23.38,86,42,1.74,RU,1745380997
272,lerwick,60.1545,-1.1494,46.67,91,100,11.7,GB,1745380998
273,suva,-18.1416,178.4415,85.48,70,75,9.22,FJ,1745380999
274,island harbour,50.724,-1.2758,51.03,94,100,4.0,GB,1745381000
275,illizi,26.4833,8.4667,67.26,19,74,6.35,DZ,1745381001
276,sao joao da barra,-21.6403,-41.0511,71.15,85,100,8.01,BR,1745381002
277,khorinsk,52.1657,109.7726,40.03,31,73,18.95,RU,1745381003
278,okhotsk,59.3833,143.3,36.16,86,68,6.6,RU,1745381005
279,cadale,2.7603,46.3222,85.06,72,93,14.9,SO,1745381006
280,vila velha,-20.3297,-40.2925,69.75,100,75,4.61,BR,1745380789
281,freetown,8.484,-13.2299,78.94,86,9,6.08,SL,1745380922
282,ilabaya,-17.4208,-70.5133,62.38,73,0,3.33,PE,1745381010
283,ulan bator,47.9077,106.8832,30.33,31,20,15.66,MN,1745381011
284,trail,49.0998,-117.7022,42.67,57,82,3.38,CA,1745381012
285,mitu,1.1983,-70.1733,74.71,91,100,0.69,CO,1745381013
286,dalianwan,39.0286,121.695,73.44,20,0,15.66,CN,1745381014
287,irbit,57.6705,63.071,35.85,52,15,8.41,RU,1745381016
288,kudahuvadhoo,2.6708,72.8944,83.66,71,68,8.43,MV,1745381017
289,bafq,31.6128,55.4107,77.41,14,0,3.96,IR,1745381018
290,apolinario saravia,-24.4328,-63.9954,67.89,74,100,7.58,AR,1745381020
291,hlobyne,49.3878,33.2596,59.22,61,2,4.25,UA,1745381021
292,antsiranana,-12.2787,49.2917,77.76,88,20,6.91,MG,1745381022
293,kappeln,54.6612,9.9313,41.88,95,84,3.04,DE,1745381023
294,puerto baquerizo moreno,-0.9,-89.6,76.78,88,100,5.3,EC,1745380933
295,namsos,64.4662,11.4957,31.91,86,53,0.0,NO,1745381025
296,las matas de farfan,18.8731,-71.5166,68.2,94,50,4.45,DO,1745381026
297,newman,37.3138,-121.0208,61.05,70,93,7.09,US,1745380744
298,sirari,-1.2333,34.4333,59.92,90,68,8.68,TZ,1745381029
299,constitucion,-35.3333,-72.4167,60.75,95,98,5.55,CL,1745381030
300,ambon,-3.6954,128.1814,89.87,89,40,3.44,ID,1745381031
301,chinchilla,-26.75,150.6333,81.01,39,0,1.01,AU,1745381032
302,antsohihy,-14.8796,47.9875,75.87,93,8,1.88,MG,1745381033
303,yigo village,13.5361,144.8886,88.74,68,40,12.66,GU,1745381034
304,malabar,-33.9667,151.25,76.86,67,40,19.57,AU,1745381035
305,ohara,35.25,140.3833,63.95,96,100,24.29,JP,1745381036
306,barda,40.3744,47.1267,63.68,72,92,9.08,AZ,1745381037
307,lata,40.1629,-8.3327,43.18,94,2,3.76,PT,1745381038
308,la libertad,-2.2333,-80.9,73.27,86,15,5.12,EC,1745381041
309,simdega,22.6167,84.5167,101.43,5,0,5.86,IN,1745381042
310,sisimiut,66.9395,-53.6735,24.24,81,7,4.88,GL,1745381043
311,magadan,59.5667,150.8,39.42,65,100,4.65,RU,1745381044
312,ciudad guadalupe victoria,24.4497,-104.1225,61.65,12,15,8.34,MX,1745381045
313,kone,-21.0595,164.8658,72.9,97,100,2.93,NC,1745381046
314,solleftea,63.1667,17.2667,31.86,87,79,3.71,SE,1745381047
315,bryan,30.6744,-96.37,75.09,83,40,5.75,US,1745380882
316,bengkulu,-3.8004,102.2655,77.13,90,100,6.02,ID,1745381050
317,ola,59.5833,151.2833,38.62,82,100,4.43,RU,1745381051
318,magumeri,12.1131,12.8274,77.05,12,55,3.11,NG,1745381052
319,fort leonard wood,37.7057,-92.1572,62.78,55,0,10.36,US,1745381053
320,carlsbad,33.1581,-117.3506,58.21,79,100,5.75,US,1745381054
321,cockburn town,21.4612,-71.1419,76.71,73,4,19.15,TC,1745381055
322,al mindak,20.1588,41.2834,66.76,39,0,2.04,SA,1745381056
323,uliastay,47.7417,96.8444,42.98,22,11,4.09,MN,1745381057
324,berezovyy,51.6667,135.7,45.45,59,100,4.41,RU,1745381058
325,ciudad bolivar,8.1222,-63.5497,82.87,66,100,12.35,VE,1745380990
326,carnarvon,-24.8667,113.6333,80.62,68,22,10.27,AU,1745381060
327,gondar,12.6,37.4667,63.97,46,4,8.9,ET,1745381061
328,zaragoza,41.6561,-0.8773,50.45,64,0,6.91,ES,1745381063
329,howard springs,-12.497,131.047,85.98,58,89,10.51,AU,1745381065
330,oum hadjer,13.2954,19.6966,81.14,12,5,9.84,TD,1745380807
331,jerome,42.7241,-114.5186,50.83,43,0,8.05,US,1745381067
332,yaren,-0.5472,166.916,82.44,79,40,12.82,NR,1745380835
333,harper,4.375,-7.7169,79.45,87,5,4.45,LR,1745381069
334,puerto santa,-8.9906,-78.6456,66.87,89,28,6.69,PE,1745380862
335,bad wildbad,48.75,8.55,45.81,88,100,4.76,DE,1745381071
336,juan griego,11.0817,-63.9655,77.25,88,87,5.17,VE,1745381072
337,pont-sainte-marie,48.3185,4.0945,46.45,100,0,4.61,FR,1745380896
